Position;PositionIdx;Indices;Frame;Idx;Time;SNR;Nucleoid_size;NucleoidLength;SpineCurvilinearCoord;SpineRadialCoord;SpineLength;SpineRadius;ObjectCount
Im001;0;1-18-0;1;0;2.00000;19.98664;0.12574;0.95628;1.90916;-0.39544;2.94690;0.78310;0
Im001;0;1-18-1;1;1;2.00000;18.55282;9.14465e-02;0.57575;0.84812;-0.41180;2.94690;0.83375;0
Im001;0;1-19-0;1;0;2.00000;12.25765;0.59440;1.05299;2.17640;7.23021e-02;2.86377;0.79153;0
Im001;0;1-19-1;1;1;2.00000;12.93911;0.60583;1.19535;0.69434;2.14797e-03;2.86377;0.64658;0
Im001;0;1-20-0;1;0;2.00000;6.17960;0.35436;0.86198;0.41612;-3.29148e-02;2.69863;0.81612;0
Im001;0;1-20-1;1;1;2.00000;7.56913;0.66299;1.30068;1.83755;-2.80799e-03;2.69863;0.91238;0
Im001;0;1-21-0;1;0;2.00000;10.98901;0.94876;1.71398;1.29496;9.91442e-04;2.38836;0.96209;0
Im001;0;1-22-0;1;0;2.00000;4.17763;0.86874;1.53079;0.78230;-6.04574e-03;2.93848;0.97220;0
Im001;0;1-22-1;1;1;2.00000;4.52042;0.58297;1.06915;2.35524;-3.84170e-03;2.93848;0.95397;0
Im001;0;1-23-0;1;0;2.00000;20.29672;1.16594;2.43804;1.17891;-1.75378e-02;2.73538;0.83573;0
Im001;0;2-0-0;2;0;4.00000;2.53844;0.69728;1.58941;3.11435;2.36300e-02;4.00868;0.91488;0
Im001;0;2-0-1;2;1;4.00000;3.16068;0.88017;1.58941;1.06123;8.87297e-02;4.00868;0.93536;0
Im001;0;2-1-0;2;0;4.00000;6.63589;1.17737;1.75354;3.14389;-2.44683e-02;4.42738;0.86719;0
Im001;0;2-1-1;2;1;4.00000;6.28053;0.34292;0.75600;0.75352;7.07997e-02;4.42738;0.84661;0
Im001;0;2-2-0;2;0;4.00000;14.27344;0.94876;1.57858;1.07952;9.98384e-02;2.07287;0.80748;0
Im001;0;2-3-0;2;0;4.00000;5.22959;1.57745;2.78800;2.28523;4.77133e-02;7.83182;0.84570;0
Im001;0;2-3-1;2;1;4.00000;5.45280;1.61175;2.87877;5.58882;3.96070e-02;7.83182;0.87615;0
Im001;0;2-4-0;2;0;4.00000;13.30678;0.74300;1.24683;1.19354;6.09595e-02;1.97215;0.81354;0
Im001;0;2-5-0;2;0;4.00000;7.38586;1.26882;2.46137;1.75447;5.56472e-02;3.03629;0.83006;0
Im001;0;2-6-0;2;0;4.00000;4.38687;0.94876;1.92744;1.58420;4.44684e-02;2.65027;0.85339;0
Im001;0;2-7-0;2;0;4.00000;3.09432;1.01734;2.07591;1.05700;4.94875e-02;2.12827;0.81067;0
Im001;0;2-8-0;2;0;4.00000;7.21860;0.48009;0.98571;0.34949;-5.16506e-02;4.91023;0.83275;0
Im001;0;2-8-1;2;1;4.00000;8.14366;1.46314;2.60135;3.10427;-8.14809e-02;4.91023;0.86340;0
Im001;0;2-9-0;2;0;4.00000;3.60128;1.45171;3.10790;1.26292;5.59910e-02;3.14230;0.81783;0
Im001;0;2-10-0;2;0;4.00000;6.19398;0.50296;0.98571;0.61971;5.45991e-02;2.77546;0.88379;0
Im001;0;2-10-1;2;1;4.00000;6.65835;0.48009;0.86198;1.97950;4.43695e-02;2.77546;0.84954;0
Im001;0;2-11-0;2;0;4.00000;3.48246;1.32597;2.58593;2.62561;3.05952e-02;12.85017;0.89021;0
Im001;0;2-11-1;2;1;4.00000;3.19554;0.53725;1.39400;6.23436;0.11810;12.85017;0.88726;0
Im001;0;2-11-2;2;2;4.00000;3.05214;0.35436;1.11623;8.55053;9.50386e-02;12.85017;0.82171;0
Im001;0;2-11-3;2;3;4.00000;4.80772;1.69176;2.60355;10.77749;3.59816e-02;12.85017;0.85402;0
Im001;0;2-12-0;2;0;4.00000;5.00370;0.33149;0.91348;0.86279;0.17966;3.83433;0.85981;0
Im001;0;2-12-1;2;1;4.00000;4.24248;0.53725;1.33964;2.78257;9.15369e-03;3.83433;0.78298;0
Im001;0;2-13-0;2;0;4.00000;5.78258;0.76586;1.30506;0.57594;7.00205e-02;1.82227;0.84282;0
Im001;0;2-14-0;2;0;4.00000;2.93694;0.57154;1.45420;1.17234;3.55395e-02;3.81620;0.79729;0
Im001;0;2-14-1;2;1;4.00000;3.02375;0.75443;1.51955;2.77897;5.56626e-02;3.81620;0.85197;0
Im001;0;2-15-0;2;0;4.00000;4.76922;0.75443;1.48915;1.08498;9.81823e-02;1.94564;0.73545;0
Im001;0;2-16-0;2;0;4.00000;13.15258;0.74300;1.21902;0.83937;9.14001e-02;1.83654;0.87545;0
Im001;0;2-17-0;2;0;4.00000;2.14799;0.72014;1.54195;1.37444;3.56950e-02;2.07029;0.74074;0
Im001;0;2-18-0;2;0;4.00000;19.98664;0.12574;0.95628;1.90916;-0.39544;2.94690;0.78310;0
Im001;0;2-18-1;2;1;4.00000;18.55282;9.14465e-02;0.57575;0.84812;-0.41180;2.94690;0.83375;0
Im001;0;2-19-0;2;0;4.00000;12.25765;0.59440;1.05299;2.17640;7.23021e-02;2.86377;0.79153;0
Im001;0;2-19-1;2;1;4.00000;12.93911;0.60583;1.19535;0.69434;2.14797e-03;2.86377;0.64658;0
Im001;0;2-20-0;2;0;4.00000;6.17960;0.35436;0.86198;0.41612;-3.29148e-02;2.69863;0.81612;0
Im001;0;2-20-1;2;1;4.00000;7.56913;0.66299;1.30068;1.83755;-2.80799e-03;2.69863;0.91238;0
Im001;0;2-21-0;2;0;4.00000;10.98901;0.94876;1.71398;1.29496;9.91442e-04;2.38836;0.96209;0
Im001;0;2-22-0;2;0;4.00000;4.17763;0.86874;1.53079;0.78230;-6.04574e-03;2.93848;0.97220;0
Im001;0;2-22-1;2;1;4.00000;4.52042;0.58297;1.06915;2.35524;-3.84170e-03;2.93848;0.95397;0
Im001;0;2-23-0;2;0;4.00000;20.29672;1.16594;2.43804;1.17891;-1.75378e-02;2.73538;0.83573;0
Im001;0;3-0-0;3;0;6.00000;2.53844;0.69728;1.58941;3.11435;2.36300e-02;4.00868;0.91488;0
Im001;0;3-0-1;3;1;6.00000;3.16068;0.88017;1.58941;1.06123;8.87297e-02;4.00868;0.93536;0
Im001;0;3-1-0;3;0;6.00000;6.63589;1.17737;1.75354;3.14389;-2.44683e-02;4.42738;0.86719;0
Im001;0;3-1-1;3;1;6.00000;6.28053;0.34292;0.75600;0.75352;7.07997e-02;4.42738;0.84661;0
Im001;0;3-2-0;3;0;6.00000;14.27344;0.94876;1.57858;1.07952;9.98384e-02;2.07287;0.80748;0
Im001;0;3-3-0;3;0;6.00000;5.22959;1.57745;2.78800;2.28523;4.77133e-02;7.83182;0.84570;0
Im001;0;3-3-1;3;1;6.00000;5.45280;1.61175;2.87877;5.58882;3.96070e-02;7.83182;0.87615;0
Im001;0;3-4-0;3;0;6.00000;13.30678;0.74300;1.24683;1.19354;6.09595e-02;1.97215;0.81354;0
Im001;0;3-5-0;3;0;6.00000;7.38586;1.26882;2.46137;1.75447;5.56472e-02;3.03629;0.83006;0
Im001;0;3-6-0;3;0;6.00000;4.38687;0.94876;1.92744;1.58420;4.44684e-02;2.65027;0.85339;0
Im001;0;3-7-0;3;0;6.00000;3.09432;1.01734;2.07591;1.05700;4.94875e-02;2.12827;0.81067;0
Im001;0;3-8-0;3;0;6.00000;7.21860;0.48009;0.98571;0.34949;-5.16506e-02;4.91023;0.83275;0
Im001;0;3-8-1;3;1;6.00000;8.14366;1.46314;2.60135;3.10427;-8.14809e-02;4.91023;0.86340;0
Im001;0;3-9-0;3;0;6.00000;3.60128;1.45171;3.10790;1.26292;5.59910e-02;3.14230;0.81783;0
Im001;0;3-10-0;3;0;6.00000;6.19398;0.50296;0.98571;0.61971;5.45991e-02;2.77546;0.88379;0
Im001;0;3-10-1;3;1;6.00000;6.65835;0.48009;0.86198;1.97950;4.43695e-02;2.77546;0.84954;0
Im001;0;3-11-0;3;0;6.00000;3.48246;1.32597;2.58593;2.62561;3.05952e-02;12.85017;0.89021;0
Im001;0;3-11-1;3;1;6.00000;3.19554;0.53725;1.39400;6.23436;0.11810;12.85017;0.88726;0
Im001;0;3-11-2;3;2;6.00000;3.05214;0.35436;1.11623;8.55053;9.50386e-02;12.85017;0.82171;0
Im001;0;3-11-3;3;3;6.00000;4.80772;1.69176;2.60355;10.77749;3.59816e-02;12.85017;0.85402;0
Im001;0;3-12-0;3;0;6.00000;5.00370;0.33149;0.91348;0.86279;0.17966;3.83433;0.85981;0
Im001;0;3-12-1;3;1;6.00000;4.24248;0.53725;1.33964;2.78257;9.15369e-03;3.83433;0.78298;0
Im001;0;3-13-0;3;0;6.00000;5.78258;0.76586;1.30506;0.57594;7.00205e-02;1.82227;0.84282;0
Im001;0;3-14-0;3;0;6.00000;2.93694;0.57154;1.45420;1.17234;3.55395e-02;3.81620;0.79729;0
Im001;0;3-14-1;3;1;6.00000;3.02375;0.75443;1.51955;2.77897;5.56626e-02;3.81620;0.85197;0
Im001;0;3-15-0;3;0;6.00000;4.76922;0.75443;1.48915;1.08498;9.81823e-02;1.94564;0.73545;0
Im001;0;3-16-0;3;0;6.00000;13.15258;0.74300;1.21902;0.83937;9.14001e-02;1.83654;0.87545;0
Im001;0;3-17-0;3;0;6.00000;2.14799;0.72014;1.54195;1.37444;3.56950e-02;2.07029;0.74074;0
Im001;0;3-18-0;3;0;6.00000;19.98664;0.12574;0.95628;1.90916;-0.39544;2.94690;0.78310;0
Im001;0;3-18-1;3;1;6.00000;18.55282;9.14465e-02;0.57575;0.84812;-0.41180;2.94690;0.83375;0
Im001;0;3-19-0;3;0;6.00000;12.25765;0.59440;1.05299;2.17640;7.23021e-02;2.86377;0.79153;0
Im001;0;3-19-1;3;1;6.00000;12.93911;0.60583;1.19535;0.69434;2.14797e-03;2.86377;0.64658;0
Im001;0;3-20-0;3;0;6.00000;6.17960;0.35436;0.86198;0.41612;-3.29148e-02;2.69863;0.81612;0
Im001;0;3-20-1;3;1;6.00000;7.56913;0.66299;1.30068;1.83755;-2.80799e-03;2.69863;0.91238;0
Im001;0;3-21-0;3;0;6.00000;10.98901;0.94876;1.71398;1.29496;9.91442e-04;2.38836;0.96209;0
Im001;0;3-22-0;3;0;6.00000;4.17763;0.86874;1.53079;0.78230;-6.04574e-03;2.93848;0.97220;0
Im001;0;3-22-1;3;1;6.00000;4.52042;0.58297;1.06915;2.35524;-3.84170e-03;2.93848;0.95397;0
Im001;0;3-23-0;3;0;6.00000;20.29672;1.16594;2.43804;1.17891;-1.75378e-02;2.73538;0.83573;0
Im001;0;4-0-0;4;0;8.00000;2.53844;0.69728;1.58941;3.11435;2.36300e-02;4.00868;0.91488;0
Im001;0;4-0-1;4;1;8.00000;3.16068;0.88017;1.58941;1.06123;8.87297e-02;4.00868;0.93536;0
Im001;0;4-1-0;4;0;8.00000;6.63589;1.17737;1.75354;3.14389;-2.44683e-02;4.42738;0.86719;0
Im001;0;4-1-1;4;1;8.00000;6.28053;0.34292;0.75600;0.75352;7.07997e-02;4.42738;0.84661;0
Im001;0;4-2-0;4;0;8.00000;14.27344;0.94876;1.57858;1.07952;9.98384e-02;2.07287;0.80748;0
Im001;0;4-3-0;4;0;8.00000;5.22959;1.57745;2.78800;2.28523;4.77133e-02;7.83182;0.84570;0
Im001;0;4-3-1;4;1;8.00000;5.45280;1.61175;2.87877;5.58882;3.96070e-02;7.83182;0.87615;0
Im001;0;4-4-0;4;0;8.00000;13.30678;0.74300;1.24683;1.19354;6.09595e-02;1.97215;0.81354;0
Im001;0;4-5-0;4;0;8.00000;7.38586;1.26882;2.46137;1.75447;5.56472e-02;3.03629;0.83006;0
Im001;0;4-6-0;4;0;8.00000;4.38687;0.94876;1.92744;1.58420;4.44684e-02;2.65027;0.85339;0
Im001;0;4-7-0;4;0;8.00000;3.09432;1.01734;2.07591;1.05700;4.94875e-02;2.12827;0.81067;0
Im001;0;4-8-0;4;0;8.00000;7.21860;0.48009;0.98571;0.34949;-5.16506e-02;4.91023;0.83275;0
Im001;0;4-8-1;4;1;8.00000;8.14366;1.46314;2.60135;3.10427;-8.14809e-02;4.91023;0.86340;0
Im001;0;4-9-0;4;0;8.00000;3.60128;1.45171;3.10790;1.26292;5.59910e-02;3.14230;0.81783;0
Im001;0;4-10-0;4;0;8.00000;6.19398;0.50296;0.98571;0.61971;5.45991e-02;2.77546;0.88379;0
Im001;0;4-10-1;4;1;8.00000;6.65835;0.48009;0.86198;1.97950;4.43695e-02;2.77546;0.84954;0
Im001;0;4-11-0;4;0;8.00000;3.48246;1.32597;2.58593;2.62561;3.05952e-02;12.85017;0.89021;0
Im001;0;4-11-1;4;1;8.00000;3.19554;0.53725;1.39400;6.23436;0.11810;12.85017;0.88726;0
Im001;0;4-11-2;4;2;8.00000;3.05214;0.35436;1.11623;8.55053;9.50386e-02;12.85017;0.82171;0
Im001;0;4-11-3;4;3;8.00000;4.80772;1.69176;2.60355;10.77749;3.59816e-02;12.85017;0.85402;0
Im001;0;4-12-0;4;0;8.00000;5.00370;0.33149;0.91348;0.86279;0.17966;3.83433;0.85981;0
Im001;0;4-12-1;4;1;8.00000;4.24248;0.53725;1.33964;2.78257;9.15369e-03;3.83433;0.78298;0
Im001;0;4-13-0;4;0;8.00000;5.78258;0.76586;1.30506;0.57594;7.00205e-02;1.82227;0.84282;0
Im001;0;4-14-0;4;0;8.00000;2.93694;0.57154;1.45420;1.17234;3.55395e-02;3.81620;0.79729;0
Im001;0;4-14-1;4;1;8.00000;3.02375;0.75443;1.51955;2.77897;5.56626e-02;3.81620;0.85197;0
Im001;0;4-15-0;4;0;8.00000;4.76922;0.75443;1.48915;1.08498;9.81823e-02;1.94564;0.73545;0
Im001;0;4-16-0;4;0;8.00000;13.15258;0.74300;1.21902;0.83937;9.14001e-02;1.83654;0.87545;0
Im001;0;4-17-0;4;0;8.00000;2.14799;0.72014;1.54195;1.37444;3.56950e-02;2.07029;0.74074;0
Im001;0;4-18-0;4;0;8.00000;19.98664;0.12574;0.95628;1.90916;-0.39544;2.94690;0.78310;0
Im001;0;4-18-1;4;1;8.00000;18.55282;9.14465e-02;0.57575;0.84812;-0.41180;2.94690;0.83375;0
Im001;0;4-19-0;4;0;8.00000;12.25765;0.59440;1.05299;2.17640;7.23021e-02;2.86377;0.79153;0
Im001;0;4-19-1;4;1;8.00000;12.93911;0.60583;1.19535;0.69434;2.14797e-03;2.86377;0.64658;0
Im001;0;4-20-0;4;0;8.00000;6.17960;0.35436;0.86198;0.41612;-3.29148e-02;2.69863;0.81612;0
Im001;0;4-20-1;4;1;8.00000;7.56913;0.66299;1.30068;1.83755;-2.80799e-03;2.69863;0.91238;0
Im001;0;4-21-0;4;0;8.00000;10.98901;0.94876;1.71398;1.29496;9.91442e-04;2.38836;0.96209;0
Im001;0;4-22-0;4;0;8.00000;4.17763;0.86874;1.53079;0.78230;-6.04574e-03;2.93848;0.97220;0
Im001;0;4-22-1;4;1;8.00000;4.52042;0.58297;1.06915;2.35524;-3.84170e-03;2.93848;0.95397;0
Im001;0;4-23-0;4;0;8.00000;20.29672;1.16594;2.43804;1.17891;-1.75378e-02;2.73538;0.83573;0
Im001;0;5-0-0;5;0;10.00000;2.53844;0.69728;1.58941;3.11435;2.36300e-02;4.00868;0.91488;0
Im001;0;5-0-1;5;1;10.00000;3.16068;0.88017;1.58941;1.06123;8.87297e-02;4.00868;0.93536;0
Im001;0;5-1-0;5;0;10.00000;6.63589;1.17737;1.75354;3.14389;-2.44683e-02;4.42738;0.86719;0
Im001;0;5-1-1;5;1;10.00000;6.28053;0.34292;0.75600;0.75352;7.07997e-02;4.42738;0.84661;0
Im001;0;5-2-0;5;0;10.00000;14.27344;0.94876;1.57858;1.07952;9.98384e-02;2.07287;0.80748;0
Im001;0;5-3-0;5;0;10.00000;5.22959;1.57745;2.78800;2.28523;4.77133e-02;7.83182;0.84570;0
Im001;0;5-3-1;5;1;10.00000;5.45280;1.61175;2.87877;5.58882;3.96070e-02;7.83182;0.87615;0
Im001;0;5-4-0;5;0;10.00000;13.30678;0.74300;1.24683;1.19354;6.09595e-02;1.97215;0.81354;0
Im001;0;5-5-0;5;0;10.00000;7.38586;1.26882;2.46137;1.75447;5.56472e-02;3.03629;0.83006;0
Im001;0;5-6-0;5;0;10.00000;4.38687;0.94876;1.92744;1.58420;4.44684e-02;2.65027;0.85339;0
Im001;0;5-7-0;5;0;10.00000;3.09432;1.01734;2.07591;1.05700;4.94875e-02;2.12827;0.81067;0
Im001;0;5-8-0;5;0;10.00000;7.21860;0.48009;0.98571;0.34949;-5.16506e-02;4.91023;0.83275;0
Im001;0;5-8-1;5;1;10.00000;8.14366;1.46314;2.60135;3.10427;-8.14809e-02;4.91023;0.86340;0
Im001;0;5-9-0;5;0;10.00000;3.60128;1.45171;3.10790;1.26292;5.59910e-02;3.14230;0.81783;0
Im001;0;5-10-0;5;0;10.00000;6.19398;0.50296;0.98571;0.61971;5.45991e-02;2.77546;0.88379;0
Im001;0;5-10-1;5;1;10.00000;6.65835;0.48009;0.86198;1.97950;4.43695e-02;2.77546;0.84954;0
Im001;0;5-11-0;5;0;10.00000;3.48246;1.32597;2.58593;2.62561;3.05952e-02;12.85017;0.89021;0
Im001;0;5-11-1;5;1;10.00000;3.19554;0.53725;1.39400;6.23436;0.11810;12.85017;0.88726;0
Im001;0;5-11-2;5;2;10.00000;3.05214;0.35436;1.11623;8.55053;9.50386e-02;12.85017;0.82171;0
Im001;0;5-11-3;5;3;10.00000;4.80772;1.69176;2.60355;10.77749;3.59816e-02;12.85017;0.85402;0
Im001;0;5-12-0;5;0;10.00000;5.00370;0.33149;0.91348;0.86279;0.17966;3.83433;0.85981;0
Im001;0;5-12-1;5;1;10.00000;4.24248;0.53725;1.33964;2.78257;9.15369e-03;3.83433;0.78298;0
Im001;0;5-13-0;5;0;10.00000;5.78258;0.76586;1.30506;0.57594;7.00205e-02;1.82227;0.84282;0
Im001;0;5-14-0;5;0;10.00000;2.93694;0.57154;1.45420;1.17234;3.55395e-02;3.81620;0.79729;0
Im001;0;5-14-1;5;1;10.00000;3.02375;0.75443;1.51955;2.77897;5.56626e-02;3.81620;0.85197;0
Im001;0;5-15-0;5;0;10.00000;4.76922;0.75443;1.48915;1.08498;9.81823e-02;1.94564;0.73545;0
Im001;0;5-16-0;5;0;10.00000;13.15258;0.74300;1.21902;0.83937;9.14001e-02;1.83654;0.87545;0
Im001;0;5-17-0;5;0;10.00000;2.14799;0.72014;1.54195;1.37444;3.56950e-02;2.07029;0.74074;0
Im001;0;5-18-0;5;0;10.00000;19.98664;0.12574;0.95628;1.90916;-0.39544;2.94690;0.78310;0
Im001;0;5-18-1;5;1;10.00000;18.55282;9.14465e-02;0.57575;0.84812;-0.41180;2.94690;0.83375;0
Im001;0;5-19-0;5;0;10.00000;12.25765;0.59440;1.05299;2.17640;7.23021e-02;2.86377;0.79153;0
Im001;0;5-19-1;5;1;10.00000;12.93911;0.60583;1.19535;0.69434;2.14797e-03;2.86377;0.64658;0
Im001;0;5-20-0;5;0;10.00000;6.17960;0.35436;0.86198;0.41612;-3.29148e-02;2.69863;0.81612;0
Im001;0;5-20-1;5;1;10.00000;7.56913;0.66299;1.30068;1.83755;-2.80799e-03;2.69863;0.91238;0
Im001;0;5-21-0;5;0;10.00000;10.98901;0.94876;1.71398;1.29496;9.91442e-04;2.38836;0.96209;0
Im001;0;5-22-0;5;0;10.00000;4.17763;0.86874;1.53079;0.78230;-6.04574e-03;2.93848;0.97220;0
